2.450,0.350,2.450,1.925,1.925,1.750,1.400,0.875,1.925,2.450
1.050,0.525,1.225,1.225,0.875,0.700,0.700,0.875,1.925,1.400,1.050,0.525,0.525,0.525,1.575,0.525,0.175,0.700,0.525,0.875
0.175,0.350,0.175,0.525,0.175,0.350,0.525,0.875,0.350,0.350,0.875,0.175,0.525,0.350,0.350,0.350,0.175,0.525,0.350,0.875,0.700,0.350,0.350,0.350,0.875,0.175,0.350,0.350,0.525,0.175,0.875,0.175,0.175,0.525,0.875,0.700,0.525,0.175,0.350,0.525
0.700,0.175,0.175,0.700,0.175,0.525,0.175,0.350,0.525,0.175,0.350,0.525,0.175,0.175,0.350,0.175,0.525,0.525,0.350,0.525,0.175,0.525,0.350,0.350,0.175,0.175,0.175,0.175,0.175,0.175,0.350,0.350,0.350,0.700,0.175,0.350,0.175,0.350,0.175,0.175,0.175,0.350,0.350,0.700,0.175,0.175,0.175,0.875,0.525,0.350,0.525,0.175
