0.107,0.111,0.088,0.097,0.118,0.094,0.094,0.100,0.099,0.096
0.107,0.111,0.088,0.097,0.118,0.094,0.094,0.100,0.099,0.096,0.101,0.101,0.098,0.104,0.107,0.104,0.099,0.107,0.086,0.095
0.111,0.097,0.118,0.094,0.094,0.100,0.099,0.096,0.101,0.101,0.098,0.104,0.107,0.099,0.086,0.095,0.086,0.118,0.096,0.102,0.104,0.105,0.108,0.088,0.091,0.101,0.101,0.114,0.114,0.093,0.111,0.113,0.097,0.103,0.093,0.114,0.105,0.122,0.103,0.110
0.107,0.088,0.097,0.094,0.100,0.099,0.096,0.101,0.101,0.098,0.104,0.107,0.099,0.086,0.095,0.086,0.118,0.096,0.093,0.102,0.104,0.105,0.108,0.088,0.091,0.101,0.119,0.114,0.080,0.114,0.093,0.097,0.097,0.093,0.105,0.122,0.103,0.110,0.099,0.106,0.117,0.098,0.090,0.097,0.113,0.105,0.112,0.093,0.108,0.096,0.100,0.104
