1.050,1.225,2.100,2.100,1.925,1.750,1.400,1.225,2.275,2.450
0.525,0.875,1.050,0.525,0.525,1.750,1.400,0.700,0.700,1.225,0.700,1.925,0.525,2.275,1.750,0.525,0.525
0.525,0.175,0.350,0.175,0.175,0.700,0.525,0.525,0.525,0.700,0.175,0.350,0.875,0.875,0.175,0.175,0.525,0.525,0.175,0.525,0.525,1.225,0.350,0.350,0.875,0.175,0.350,0.350,0.175,0.875,0.175,0.525,0.700,0.175,0.875,0.700,0.350
0.175,0.175,0.175,0.700,0.175,0.525,0.700,0.175,0.700,0.350,0.175,0.175,0.525,0.175,0.525,0.700,0.175,0.525,0.350,0.175,0.875,0.175,0.525,0.875,0.700,0.525,0.525,0.700,0.700,0.525,0.525,0.350,0.350,0.875,0.350,0.350,0.175,0.175,0.700,0.175
