4,2,0,1,7,1,1,2,1,1
4,1,3,4,6,7,1,5,3,6
6,4,8,8,6,12,4,4,8,0
8,12,7,15,6,4,6,8,7,7
0,2,20,9,23,24,17,5,0,0
6,8,13,13,21,14,11,15,9,0
7,15,19,17,13,12,22,13,17,15
15,14,11,21,19,15,19,17,17,12
10,5,5,0
10,5,5,0
7,4,9,0
9,5,6,0
8,6,6,0
8,12,0
