2,0,0,4,2,2,4,4,0,2
9,4,6,4,4,3,0,6,4,0
7,5,9,8,8,8,2,1,9,3
8,7,7,13,11,3,5,9,5,12
8,8,16,8,18,9,5,4,10,14
5,7,13,7,15,7,10,20,14,12
13,18,15,10,8,9,24,14,14,25
13,16,11,25,23,11,21,12,8,20
0,10,4,6
9,3,7,1
8,0,6,6
11,3,5,1
9,6,4,1
10,9,1
