3,1,2,1,6,1,2,1,2,1
7,1,6,2,2,4,3,3,3,9
12,4,8,5,9,6,2,1,10,3
13,5,4,10,11,6,6,5,5,15
6,11,17,8,20,6,5,8,8,11
12,3,7,11,21,10,9,14,17,6
17,23,17,13,7,8,15,19,10,21
19,21,5,17,22,13,11,10,20,22
12,6,1,1
13,3,3,1
10,3,6,1
9,5,5,1
