0,0,3,2,6,0,4,3,2,0
1,5,7,6,6,4,2,9,0,0
2,8,9,5,8,11,9,8,0,0
8,13,10,7,8,9,5,8,12,0
9,11,13,8,15,13,9,9,13,0
8,6,14,15,8,12,17,14,16,0
21,18,10,17,22,14,17,14,17,0
18,15,13,16,15,22,24,22,15,0
5,5,10,0
3,9,7,1
8,5,6,1
10,7,3,0
