0.421,0.842,0.380,0.430,0.847,0.909,0.466
1.913,0.847,1.212,0.861,0.869,0.584,1.216,0.828
1.441,1.062,1.789,1.717,1.774,1.681,0.431,0.204,1.844,0.604
1.675,1.523,1.451,2.590,2.224,0.634,0.965,1.924,1.031,2.535
1.670,1.674,3.247,1.713,3.852,1.805,1.024,0.900,2.091,2.990
1.085,1.482,2.742,1.487,3.113,1.478,2.221,4.318,2.932,2.485
2.816,3.895,3.119,2.151,1.632,2.058,5.114,2.999,2.901,5.425
2.800,3.401,2.426,5.340,5.009,2.395,4.286,2.503,1.713,4.322
2.051,0.911,1.267
1.909,0.672,1.456,0.193
1.649,1.294,1.287
2.331,0.604,1.092,0.202
1.874,1.302,0.875,0.179
2.113,1.896,0.221
